region,category,parameter,mode,powertrain,year,unit,value
Poland,Historical,EV sales,Cars,PHEV,2010,,1
Poland,Historical,EV sales,Cars,BEV,2011,,43
Poland,Historical,EV sales,Cars,BEV,2012,,44
Poland,Historical,EV sales,Cars,PHEV,2012,,4
Poland,Historical,EV sales,Cars,BEV,2013,,45
Poland,Historical,EV sales,Cars,PHEV,2013,,6
Poland,Historical,EV sales,Cars,BEV,2014,,135
Poland,Historical,EV sales,Cars,PHEV,2014,,61
Poland,Historical,EV sales,Cars,BEV,2015,,176
Poland,Historical,EV sales,Cars,PHEV,2015,,155
Poland,Historical,EV sales,Cars,BEV,2016,,329
Poland,Historical,EV sales,Cars,PHEV,2016,,383
Poland,Historical,EV sales,Cars,BEV,2017,,920
Poland,Historical,EV sales,Cars,PHEV,2017,,683
Poland,Historical,EV sales,Cars,BEV,2018,,1143
Poland,Historical,EV sales,Cars,FCEV,2018,,1
Poland,Historical,EV sales,Cars,PHEV,2018,,951
Poland,Historical,EV sales,Cars,BEV,2019,,2326
Poland,Historical,EV sales,Cars,PHEV,2019,,1797
Poland,Historical,EV sales,Cars,BEV,2020,,4870
Poland,Historical,EV sales,Cars,PHEV,2020,,5010
Portugal,Historical,EV sales,Cars,BEV,2010,,719
Portugal,Historical,EV sales,Cars,BEV,2011,,189
Portugal,Historical,EV sales,Cars,BEV,2012,,52
Portugal,Historical,EV sales,Cars,BEV,2013,,141
Portugal,Historical,EV sales,Cars,PHEV,2013,,37
Portugal,Historical,EV sales,Cars,BEV,2014,,193
Portugal,Historical,EV sales,Cars,PHEV,2014,,9
Portugal,Historical,EV sales,Cars,BEV,2015,,673
Portugal,Historical,EV sales,Cars,PHEV,2015,,442
Portugal,Historical,EV sales,Cars,BEV,2016,,812
Portugal,Historical,EV sales,Cars,PHEV,2016,,1027
Portugal,Historical,EV sales,Cars,BEV,2017,,1893
Portugal,Historical,EV sales,Cars,PHEV,2017,,2501
Portugal,Historical,EV sales,Cars,BEV,2018,,4429
Portugal,Historical,EV sales,Cars,PHEV,2018,,3908
Portugal,Historical,EV sales,Cars,BEV,2019,,6883
Portugal,Historical,EV sales,Cars,PHEV,2019,,5798
Portugal,Historical,EV sales,Cars,BEV,2020,,8137
Portugal,Historical,EV sales,Cars,PHEV,2020,,11858
South Africa,Historical,EV sales,Cars,BEV,2013,,34
South Africa,Historical,EV sales,Cars,BEV,2014,,14
South Africa,Historical,EV sales,Cars,PHEV,2014,,1
South Africa,Historical,EV sales,Cars,BEV,2015,,117
South Africa,Historical,EV sales,Cars,PHEV,2015,,124
South Africa,Historical,EV sales,Cars,BEV,2016,,100
South Africa,Historical,EV sales,Cars,PHEV,2016,,277
South Africa,Historical,EV sales,Cars,BEV,2017,,68
South Africa,Historical,EV sales,Cars,PHEV,2017,,127
South Africa,Historical,EV sales,Cars,BEV,2018,,66
South Africa,Historical,EV sales,Cars,PHEV,2018,,82
South Africa,Historical,EV sales,Cars,BEV,2019,,156
South Africa,Historical,EV sales,Cars,PHEV,2019,,72
South Africa,Historical,EV sales,Cars,BEV,2020,,92
South Africa,Historical,EV sales,Cars,PHEV,2020,,78
Spain,Historical,EV sales,Cars,BEV,2010,,76
Spain,Historical,EV sales,Cars,BEV,2011,,386
Spain,Historical,EV sales,Cars,BEV,2012,,427
Spain,Historical,EV sales,Cars,BEV,2013,,811
Spain,Historical,EV sales,Cars,PHEV,2013,,72
Spain,Historical,EV sales,Cars,BEV,2014,,1405
Spain,Historical,EV sales,Cars,PHEV,2014,,329
Spain,Historical,EV sales,Cars,BEV,2015,,1342
Spain,Historical,EV sales,Cars,PHEV,2015,,785
Spain,Historical,EV sales,Cars,BEV,2016,,2005
Spain,Historical,EV sales,Cars,PHEV,2016,,1511
Spain,Historical,EV sales,Cars,BEV,2017,,3920
Spain,Historical,EV sales,Cars,PHEV,2017,,3528
Spain,Historical,EV sales,Cars,BEV,2018,,6003
Spain,Historical,EV sales,Cars,FCEV,2018,,1
Spain,Historical,EV sales,Cars,PHEV,2018,,5636
Spain,Historical,EV sales,Cars,BEV,2019,,10044
Spain,Historical,EV sales,Cars,FCEV,2019,,1
Spain,Historical,EV sales,Cars,PHEV,2019,,7432
Spain,Historical,EV sales,Cars,BEV,2020,,18543
Spain,Historical,EV sales,Cars,FCEV,2020,,7
Spain,Historical,EV sales,Cars,PHEV,2020,,23759
Sweden,Historical,EV sales,Cars,BEV,2010,,4
Sweden,Historical,EV sales,Cars,BEV,2011,,178
Sweden,Historical,EV sales,Cars,BEV,2012,,266
Sweden,Historical,EV sales,Cars,PHEV,2012,,662
Sweden,Historical,EV sales,Cars,BEV,2013,,432
Sweden,Historical,EV sales,Cars,FCEV,2013,,3
Sweden,Historical,EV sales,Cars,PHEV,2013,,1115
Sweden,Historical,EV sales,Cars,BEV,2014,,1239
Sweden,Historical,EV sales,Cars,PHEV,2014,,3428
Sweden,Historical,EV sales,Cars,BEV,2015,,2962
Sweden,Historical,EV sales,Cars,FCEV,2015,,1
Sweden,Historical,EV sales,Cars,PHEV,2015,,5625
Sweden,Historical,EV sales,Cars,BEV,2016,,2951.300048828125
Sweden,Historical,EV sales,Cars,FCEV,2016,,3
Sweden,Historical,EV sales,Cars,PHEV,2016,,10463.7001953125
Sweden,Historical,EV sales,Cars,BEV,2017,,4359
Sweden,Historical,EV sales,Cars,FCEV,2017,,14
Sweden,Historical,EV sales,Cars,PHEV,2017,,15986
Sweden,Historical,EV sales,Cars,BEV,2018,,7147
Sweden,Historical,EV sales,Cars,PHEV,2018,,21811
Sweden,Historical,EV sales,Cars,BEV,2019,,15795
Sweden,Historical,EV sales,Cars,FCEV,2019,,2
Sweden,Historical,EV sales,Cars,PHEV,2019,,24907
Sweden,Historical,EV sales,Cars,BEV,2020,,28097
Sweden,Historical,EV sales,Cars,FCEV,2020,,5
Sweden,Historical,EV sales,Cars,PHEV,2020,,66134
Switzerland,Historical,EV sales,Cars,BEV,2010,,137
Switzerland,Historical,EV sales,Cars,BEV,2011,,395
Switzerland,Historical,EV sales,Cars,PHEV,2011,,41
Switzerland,Historical,EV sales,Cars,BEV,2012,,342
Switzerland,Historical,EV sales,Cars,PHEV,2012,,395
Switzerland,Historical,EV sales,Cars,BEV,2013,,1156
Switzerland,Historical,EV sales,Cars,PHEV,2013,,167
Switzerland,Historical,EV sales,Cars,BEV,2014,,2688
Switzerland,Historical,EV sales,Cars,PHEV,2014,,204
Switzerland,Historical,EV sales,Cars,BEV,2015,,3257
Switzerland,Historical,EV sales,Cars,FCEV,2015,,10
Switzerland,Historical,EV sales,Cars,PHEV,2015,,2369
Switzerland,Historical,EV sales,Cars,BEV,2016,,3295
Switzerland,Historical,EV sales,Cars,FCEV,2016,,26
Switzerland,Historical,EV sales,Cars,PHEV,2016,,2829
Switzerland,Historical,EV sales,Cars,BEV,2017,,4775
Switzerland,Historical,EV sales,Cars,FCEV,2017,,1
Switzerland,Historical,EV sales,Cars,PHEV,2017,,3648
Switzerland,Historical,EV sales,Cars,BEV,2018,,5138
Switzerland,Historical,EV sales,Cars,FCEV,2018,,29
Switzerland,Historical,EV sales,Cars,PHEV,2018,,4359
Switzerland,Historical,EV sales,Cars,BEV,2019,,13190
Switzerland,Historical,EV sales,Cars,FCEV,2019,,25
Switzerland,Historical,EV sales,Cars,PHEV,2019,,4284
Switzerland,Historical,EV sales,Cars,BEV,2020,,19385
Switzerland,Historical,EV sales,Cars,FCEV,2020,,2
Switzerland,Historical,EV sales,Cars,PHEV,2020,,14392
United Kingdom,Historical,EV sales,Cars,BEV,2010,,255
United Kingdom,Historical,EV sales,Cars,PHEV,2010,,21
United Kingdom,Historical,EV sales,Cars,BEV,2011,,1211
United Kingdom,Historical,EV sales,Cars,PHEV,2011,,7
United Kingdom,Historical,EV sales,Cars,BEV,2012,,1705
United Kingdom,Historical,EV sales,Cars,PHEV,2012,,988
United Kingdom,Historical,EV sales,Cars,BEV,2013,,2679
United Kingdom,Historical,EV sales,Cars,PHEV,2013,,1073
United Kingdom,Historical,EV sales,Cars,BEV,2014,,6812
United Kingdom,Historical,EV sales,Cars,PHEV,2014,,7931
United Kingdom,Historical,EV sales,Cars,BEV,2015,,10095
United Kingdom,Historical,EV sales,Cars,FCEV,2015,,4
United Kingdom,Historical,EV sales,Cars,PHEV,2015,,19241
United Kingdom,Historical,EV sales,Cars,BEV,2016,,10509
United Kingdom,Historical,EV sales,Cars,FCEV,2016,,8
United Kingdom,Historical,EV sales,Cars,PHEV,2016,,27403
United Kingdom,Historical,EV sales,Cars,BEV,2017,,13550.599609375
United Kingdom,Historical,EV sales,Cars,FCEV,2017,,35
United Kingdom,Historical,EV sales,Cars,PHEV,2017,,33701
United Kingdom,Historical,EV sales,Cars,BEV,2018,,15743.0595703125
United Kingdom,Historical,EV sales,Cars,FCEV,2018,,36
United Kingdom,Historical,EV sales,Cars,PHEV,2018,,34619
United Kingdom,Historical,EV sales,Cars,BEV,2019,,38357
United Kingdom,Historical,EV sales,Cars,FCEV,2019,,68
United Kingdom,Historical,EV sales,Cars,PHEV,2019,,36630
United Kingdom,Historical,EV sales,Cars,BEV,2020,,108329
United Kingdom,Historical,EV sales,Cars,FCEV,2020,,89
United Kingdom,Historical,EV sales,Cars,PHEV,2020,,67717
USA,Historical,EV sales,Cars,BEV,2010,,1191
USA,Historical,EV sales,Cars,BEV,2011,,9750
USA,Historical,EV sales,Cars,PHEV,2011,,7980
USA,Historical,EV sales,Cars,BEV,2012,,14650
USA,Historical,EV sales,Cars,PHEV,2012,,38590
USA,Historical,EV sales,Cars,BEV,2013,,47690
USA,Historical,EV sales,Cars,PHEV,2013,,49010
USA,Historical,EV sales,Cars,BEV,2014,,63420
USA,Historical,EV sales,Cars,FCEV,2014,,55
USA,Historical,EV sales,Cars,PHEV,2014,,55360
USA,Historical,EV sales,Cars,BEV,2015,,71044
USA,Historical,EV sales,Cars,FCEV,2015,,104
USA,Historical,EV sales,Cars,PHEV,2015,,42825
USA,Historical,EV sales,Cars,BEV,2016,,86731
USA,Historical,EV sales,Cars,FCEV,2016,,1074
USA,Historical,EV sales,Cars,PHEV,2016,,72885
USA,Historical,EV sales,Cars,BEV,2017,,104487
USA,Historical,EV sales,Cars,FCEV,2017,,2270
USA,Historical,EV sales,Cars,PHEV,2017,,93862
USA,Historical,EV sales,Cars,BEV,2018,,238823
USA,Historical,EV sales,Cars,FCEV,2018,,2689
USA,Historical,EV sales,Cars,PHEV,2018,,122492
USA,Historical,EV sales,Cars,BEV,2019,,241912
USA,Historical,EV sales,Cars,FCEV,2019,,2006
USA,Historical,EV sales,Cars,PHEV,2019,,84732
USA,Historical,EV sales,Cars,BEV,2020,,231088
USA,Historical,EV sales,Cars,FCEV,2020,,938
USA,Historical,EV sales,Cars,PHEV,2020,,64311
World,Historical,EV sales,Cars,BEV,2010,,7876
World,Historical,EV sales,Cars,FCEV,2010,,29
World,Historical,EV sales,Cars,PHEV,2010,,384
World,Historical,EV sales,Cars,BEV,2011,,39243
World,Historical,EV sales,Cars,FCEV,2011,,38
World,Historical,EV sales,Cars,PHEV,2011,,9050.16015625
World,Historical,EV sales,Cars,BEV,2012,,57803.6015625
World,Historical,EV sales,Cars,FCEV,2012,,30
World,Historical,EV sales,Cars,PHEV,2012,,60508.3984375
World,Historical,EV sales,Cars,BEV,2013,,112648.6015625
World,Historical,EV sales,Cars,FCEV,2013,,31
World,Historical,EV sales,Cars,PHEV,2013,,91577.3984375
World,Historical,EV sales,Cars,BEV,2014,,195753.296875
World,Historical,EV sales,Cars,FCEV,2014,,93.21099853515625
World,Historical,EV sales,Cars,PHEV,2014,,133367.203125
World,Historical,EV sales,Cars,BEV,2015,,324907
World,Historical,EV sales,Cars,FCEV,2015,,683
World,Historical,EV sales,Cars,PHEV,2015,,222567
World,Historical,EV sales,Cars,BEV,2016,,465632.09375
World,Historical,EV sales,Cars,FCEV,2016,,2289
World,Historical,EV sales,Cars,PHEV,2016,,286459.1875
World,Historical,EV sales,Cars,BEV,2017,,758053.1875
World,Historical,EV sales,Cars,FCEV,2017,,3365
World,Historical,EV sales,Cars,PHEV,2017,,416591.09375
World,Historical,EV sales,Cars,BEV,2018,,1370922
World,Historical,EV sales,Cars,FCEV,2018,,6003
World,Historical,EV sales,Cars,PHEV,2018,,637557
World,Historical,EV sales,Cars,BEV,2019,,1542867
World,Historical,EV sales,Cars,FCEV,2019,,10281
World,Historical,EV sales,Cars,PHEV,2019,,570724
World,Historical,EV sales,Cars,BEV,2020,,2008024
World,Historical,EV sales,Cars,FCEV,2020,,9601
World,Historical,EV sales,Cars,PHEV,2020,,969034
