region,year,product,lge_per_100km
Ukraine,2015,Diesel,6.55
Ukraine,2015,Electric,1.74
Ukraine,2015,Hybrid,4.4
Ukraine,2015,Large car,7.82
Ukraine,2015,Large SUV/Pick-up,8.92
Ukraine,2015,LPG,8.51
Ukraine,2015,Medium car,6.46
Ukraine,2015,Petrol,7.62
Ukraine,2015,Small SUV/Pick-up,7.38
Ukraine,2015,Van/LCV,7.49
Ukraine,2016,All vehicles,6.96
Ukraine,2016,City car,6.1
Ukraine,2016,CNG,7.62
Ukraine,2016,Diesel,6.09
Ukraine,2016,Electric,2.03
Ukraine,2016,Hybrid,5.93
Ukraine,2016,Large car,7.25
Ukraine,2016,Large SUV/Pick-up,8.68
Ukraine,2016,LPG,8.53
Ukraine,2016,Medium car,5.96
Ukraine,2016,Petrol,7.49
Ukraine,2016,Small SUV/Pick-up,7.49
Ukraine,2016,Van/LCV,6.1
Ukraine,2017,All vehicles,6.84
Ukraine,2017,City car,6.01
Ukraine,2017,CNG,7.99
Ukraine,2017,Diesel,5.96
Ukraine,2017,Electric,2.0
Ukraine,2017,Hybrid,5.25
Ukraine,2017,Large car,7.27
Ukraine,2017,Large SUV/Pick-up,8.91
Ukraine,2017,LPG,8.16
Ukraine,2017,Medium car,5.74
Ukraine,2017,Petrol,7.48
Ukraine,2017,Small SUV/Pick-up,7.14
Ukraine,2017,Van/LCV,6.1
Ukraine,2018,All vehicles,6.93
Ukraine,2018,City car,6.08
Ukraine,2018,CNG,8.06
Ukraine,2018,Diesel,6.1
Ukraine,2018,Electric,1.84
Ukraine,2018,Hybrid,4.83
Ukraine,2018,Large car,7.76
Ukraine,2018,Large SUV/Pick-up,8.92
Ukraine,2018,LPG,7.23
Ukraine,2018,Medium car,5.42
Ukraine,2018,Petrol,7.62
Ukraine,2018,Small SUV/Pick-up,7.14
Ukraine,2018,Van/LCV,6.08
Ukraine,2019,All vehicles,7.26
Ukraine,2019,City car,5.91
Ukraine,2019,CNG,7.97
Ukraine,2019,Diesel,6.12
Ukraine,2019,Electric,1.99
Ukraine,2019,Hybrid,6.0
Ukraine,2019,Large car,7.95
Ukraine,2019,Large SUV/Pick-up,9.68
Ukraine,2019,LPG,7.3
Ukraine,2019,Medium car,5.51
Ukraine,2019,Petrol,7.94
Ukraine,2019,Small SUV/Pick-up,7.38
Ukraine,2019,Van/LCV,6.26
United Kingdom,2005,All vehicles,7.36
United Kingdom,2005,City car,6.67
United Kingdom,2005,Diesel,6.93
United Kingdom,2005,Electric,6.66
United Kingdom,2005,Hybrid,4.97
United Kingdom,2005,Large car,7.67
United Kingdom,2005,Large SUV/Pick-up,10.28
United Kingdom,2005,Medium car,7.36
United Kingdom,2005,Petrol,7.69
United Kingdom,2005,Small SUV/Pick-up,8.7
United Kingdom,2005,Van/LCV,7.58
United Kingdom,2008,All vehicles,7.0
United Kingdom,2008,City car,6.37
United Kingdom,2008,Diesel,6.58
United Kingdom,2008,Hybrid,4.98
United Kingdom,2008,Large car,7.35
United Kingdom,2008,Large SUV/Pick-up,10.39
United Kingdom,2008,Medium car,7.03
United Kingdom,2008,Petrol,7.38
United Kingdom,2008,Small SUV/Pick-up,8.2
United Kingdom,2008,Van/LCV,7.11
United Kingdom,2010,All vehicles,6.7
United Kingdom,2010,City car,6.06
United Kingdom,2010,CNG,9.93
United Kingdom,2010,Diesel,6.43
United Kingdom,2010,Hybrid,5.09
United Kingdom,2010,Large car,7.19
United Kingdom,2010,Large SUV/Pick-up,10.26
United Kingdom,2010,Medium car,6.44
United Kingdom,2010,Petrol,7.01
United Kingdom,2010,Small SUV/Pick-up,7.3
United Kingdom,2010,Van/LCV,7.69
United Kingdom,2011,All vehicles,6.45
United Kingdom,2011,City car,5.89
United Kingdom,2011,CNG,9.93
United Kingdom,2011,Diesel,6.2
United Kingdom,2011,Electric,2.01
United Kingdom,2011,Hybrid,4.92
United Kingdom,2011,Large car,6.73
United Kingdom,2011,Large SUV/Pick-up,9.92
United Kingdom,2011,Medium car,6.04
United Kingdom,2011,Petrol,6.8
United Kingdom,2011,Small SUV/Pick-up,6.92
United Kingdom,2011,Van/LCV,7.52
United Kingdom,2012,All vehicles,6.18
United Kingdom,2012,City car,5.72
United Kingdom,2012,CNG,9.93
United Kingdom,2012,Diesel,5.97
United Kingdom,2012,Electric,2.25
United Kingdom,2012,Hybrid,4.78
United Kingdom,2012,Large car,6.2
United Kingdom,2012,Large SUV/Pick-up,9.54
United Kingdom,2012,Medium car,5.71
United Kingdom,2012,Petrol,6.48
United Kingdom,2012,Plug-in,2.49
United Kingdom,2012,Small SUV/Pick-up,6.71
United Kingdom,2012,Van/LCV,7.61
United Kingdom,2013,All vehicles,6.01
United Kingdom,2013,City car,5.53
United Kingdom,2013,CNG,9.93
United Kingdom,2013,Diesel,5.85
United Kingdom,2013,Electric,2.1
United Kingdom,2013,Hybrid,4.72
United Kingdom,2013,Large car,6.08
United Kingdom,2013,Large SUV/Pick-up,9.28
United Kingdom,2013,Medium car,5.45
United Kingdom,2013,Petrol,6.24
United Kingdom,2013,Plug-in,3.24
United Kingdom,2013,Small SUV/Pick-up,6.48
United Kingdom,2013,Van/LCV,7.59
United Kingdom,2014,All vehicles,5.85
United Kingdom,2014,City car,5.43
United Kingdom,2014,CNG,12.8
United Kingdom,2014,Diesel,5.7
United Kingdom,2014,Electric,1.56
United Kingdom,2014,Hybrid,4.63
United Kingdom,2014,Large car,5.91
United Kingdom,2014,Large SUV/Pick-up,8.79
United Kingdom,2014,Medium car,5.31
United Kingdom,2014,Petrol,6.14
United Kingdom,2014,Plug-in,1.9
United Kingdom,2014,Small SUV/Pick-up,6.06
United Kingdom,2014,Van/LCV,7.05
United Kingdom,2015,All vehicles,5.75
United Kingdom,2015,City car,5.31
United Kingdom,2015,Diesel,5.61
United Kingdom,2015,Electric,1.61
United Kingdom,2015,Hybrid,4.53
United Kingdom,2015,Large car,5.67
United Kingdom,2015,Large SUV/Pick-up,8.3
United Kingdom,2015,Medium car,5.19
United Kingdom,2015,Petrol,6.03
United Kingdom,2015,Plug-in,1.86
United Kingdom,2015,Small SUV/Pick-up,5.85
United Kingdom,2015,Van/LCV,7.04
United Kingdom,2016,All vehicles,5.69
United Kingdom,2016,City car,5.27
United Kingdom,2016,CNG,18.01
United Kingdom,2016,Diesel,5.53
United Kingdom,2016,Electric,1.93
United Kingdom,2016,Hybrid,4.5
United Kingdom,2016,Large car,5.57
United Kingdom,2016,Large SUV/Pick-up,7.74
United Kingdom,2016,Medium car,5.17
United Kingdom,2016,Petrol,6.02
United Kingdom,2016,Plug-in,2.88
United Kingdom,2016,Small SUV/Pick-up,5.75
United Kingdom,2016,Van/LCV,7.07
United Kingdom,2017,All vehicles,5.75
United Kingdom,2017,City car,5.27
United Kingdom,2017,CNG,18.01
United Kingdom,2017,Diesel,5.57
United Kingdom,2017,Electric,1.92
United Kingdom,2017,Hybrid,4.42
United Kingdom,2017,Large car,5.72
United Kingdom,2017,Large SUV/Pick-up,7.54
United Kingdom,2017,Medium car,5.33
United Kingdom,2017,Petrol,6.12
United Kingdom,2017,Plug-in,2.88
United Kingdom,2017,Small SUV/Pick-up,5.85
United Kingdom,2017,Van/LCV,6.67
United Kingdom,2018,All vehicles,6.01
United Kingdom,2018,City car,5.48
United Kingdom,2018,Diesel,5.72
United Kingdom,2018,Electric,2.17
United Kingdom,2018,Hybrid,4.72
United Kingdom,2018,Large car,6.3
United Kingdom,2018,Large SUV/Pick-up,8.1
United Kingdom,2018,Medium car,5.66
United Kingdom,2018,Petrol,6.39
United Kingdom,2018,Plug-in,2.19
United Kingdom,2018,Small SUV/Pick-up,6.28
United Kingdom,2018,Van/LCV,5.08
United Kingdom,2019,All vehicles,6.28
United Kingdom,2019,City car,5.75
United Kingdom,2019,Diesel,5.97
United Kingdom,2019,Electric,2.1
United Kingdom,2019,Hybrid,4.69
United Kingdom,2019,Large car,6.43
United Kingdom,2019,Large SUV/Pick-up,8.5
United Kingdom,2019,Medium car,5.84
United Kingdom,2019,Petrol,6.7
United Kingdom,2019,Plug-in,2.38
United Kingdom,2019,Small SUV/Pick-up,6.55
United Kingdom,2019,Van/LCV,5.43
United States,2005,All vehicles,11.1
United States,2005,City car,8.19
United States,2005,CNG,10.07
United States,2005,Hybrid,6.44
United States,2005,Large car,10.16
United States,2005,Large SUV/Pick-up,13.78
United States,2005,Medium car,7.76
United States,2005,Petrol,10.99
United States,2005,Small SUV/Pick-up,11.22
United States,2005,Van/LCV,13.94
United States,2008,All vehicles,10.25
United States,2008,City car,7.41
United States,2008,Hybrid,5.43
United States,2008,Large car,9.92
United States,2008,Large SUV/Pick-up,13.39
United States,2008,Medium car,7.4
United States,2008,Petrol,9.94
United States,2008,Small SUV/Pick-up,10.68
United States,2008,Van/LCV,19.07
United States,2010,All vehicles,9.5
United States,2010,City car,6.83
United States,2010,CNG,9.57
United States,2010,Hybrid,5.2
United States,2010,Hydrogen,3.15
United States,2010,Large car,9.14
United States,2010,Large SUV/Pick-up,11.88
United States,2010,Medium car,7.04
United States,2010,Petrol,9.38
United States,2010,Small SUV/Pick-up,9.53
United States,2010,Van/LCV,13.79
United States,2011,All vehicles,9.36
United States,2011,City car,6.75
United States,2011,CNG,9.57
United States,2011,Hybrid,5.0
United States,2011,Hydrogen,3.15
United States,2011,Large car,8.95
United States,2011,Large SUV/Pick-up,11.71
United States,2011,Medium car,6.97
United States,2011,Petrol,9.19
United States,2011,Small SUV/Pick-up,9.32
United States,2011,Van/LCV,13.71
United States,2012,All vehicles,9.09
United States,2012,City car,6.36
United States,2012,CNG,14.54
United States,2012,Diesel,6.7
United States,2012,Hybrid,4.8
United States,2012,Hydrogen,3.15
United States,2012,Large car,8.53
United States,2012,Large SUV/Pick-up,11.84
United States,2012,Medium car,6.71
United States,2012,Petrol,8.8
United States,2012,Plug-in,3.82
United States,2012,Small SUV/Pick-up,8.98
United States,2012,Van/LCV,14.67
United States,2013,All vehicles,8.97
United States,2013,City car,6.29
United States,2013,CNG,12.12
United States,2013,Diesel,6.86
United States,2013,Hybrid,4.95
United States,2013,Hydrogen,3.15
United States,2013,Large car,8.28
United States,2013,Large SUV/Pick-up,11.77
United States,2013,Medium car,6.67
United States,2013,Petrol,8.75
United States,2013,Plug-in,4.94
United States,2013,Small SUV/Pick-up,8.76
United States,2013,Van/LCV,14.4
United States,2014,All vehicles,8.77
United States,2014,City car,6.22
United States,2014,CNG,16.0
United States,2014,Diesel,7.09
United States,2014,Electric,1.76
United States,2014,Hybrid,4.87
United States,2014,Large car,8.06
United States,2014,Large SUV/Pick-up,11.27
United States,2014,Medium car,6.4
United States,2014,Petrol,8.62
United States,2014,Plug-in,3.36
United States,2014,Small SUV/Pick-up,8.73
United States,2014,Van/LCV,14.7
United States,2015,All vehicles,8.65
United States,2015,City car,6.06
United States,2015,CNG,14.39
United States,2015,Diesel,6.84
United States,2015,Electric,1.79
United States,2015,Hybrid,4.95
United States,2015,Hydrogen,3.15
United States,2015,Large car,7.98
United States,2015,Large SUV/Pick-up,10.89
United States,2015,Medium car,6.39
United States,2015,Petrol,8.55
United States,2015,Plug-in,3.37
United States,2015,Small SUV/Pick-up,8.45
United States,2015,Van/LCV,14.45
United States,2016,All vehicles,8.6
United States,2016,City car,5.9
United States,2016,CNG,22.32
United States,2016,Diesel,9.53
United States,2016,Electric,1.96
United States,2016,Hybrid,4.62
United States,2016,Hydrogen,4.1
United States,2016,Large car,7.86
United States,2016,Large SUV/Pick-up,10.78
United States,2016,Medium car,6.23
United States,2016,Petrol,8.55
United States,2016,Plug-in,2.78
United States,2016,Small SUV/Pick-up,8.28
United States,2016,Van/LCV,12.98
United States,2017,All vehicles,8.57
United States,2017,City car,5.56
United States,2017,CNG,22.41
United States,2017,Diesel,9.12
United States,2017,Electric,1.87
United States,2017,Hybrid,4.72
United States,2017,Hydrogen,4.06
United States,2017,Large car,7.77
United States,2017,Large SUV/Pick-up,10.7
United States,2017,Medium car,6.16
United States,2017,Petrol,8.56
United States,2017,Plug-in,2.67
United States,2017,Small SUV/Pick-up,8.1
United States,2017,Van/LCV,13.22
United States,2018,All vehicles,8.52
United States,2018,City car,5.66
United States,2018,CNG,22.73
United States,2018,Diesel,9.41
United States,2018,Electric,1.74
United States,2018,Hybrid,4.71
United States,2018,Hydrogen,2.86
United States,2018,Large car,7.52
United States,2018,Large SUV/Pick-up,10.74
United States,2018,Medium car,6.12
United States,2018,Petrol,8.54
United States,2018,Plug-in,3.76
United States,2018,Small SUV/Pick-up,8.05
United States,2018,Van/LCV,13.16
United States,2019,All vehicles,8.57
United States,2019,City car,5.78
United States,2019,CNG,22.73
United States,2019,Diesel,10.08
United States,2019,Electric,1.86
United States,2019,Hybrid,4.72
United States,2019,Hydrogen,2.95
United States,2019,Large car,7.47
United States,2019,Large SUV/Pick-up,10.83
United States,2019,Medium car,6.11
United States,2019,Petrol,8.63
United States,2019,Plug-in,3.7
United States,2019,Small SUV/Pick-up,7.95
United States,2019,Van/LCV,12.73
